# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.7735048614977341,0.5075562022440621,0.7382137935877682,-0.8398073542753717,112.49953527043232,0.0,3.695943597482812,0.27056689952765184,154.37887605789717,188.79046238672709
 0.7801232960039978,0.5124099326966979,0.7333653370811898,-0.7325684800521695,113.52868824379546,0.0,3.741634279201478,0.26726289246350804,155.49794628762422,169.08382619302935
 0.7867661132404599,0.5172538918175488,0.7292025278465651,-0.6266632193002675,114.56819713182844,0.0,3.7810459376744,0.26447708292459093,156.48614902833174,148.7625965807596
 0.7934308557075833,0.5220906555944677,0.725724032215526,-0.5219249878293547,115.61681786652055,0.0,3.813871657520016,0.26220074763875345,157.33852281087354,127.89298112365
 0.800115022630079,0.5269228320646352,0.7229287548018469,-0.4181938371813309,116.67325519767833,0.0,3.839851434420626,0.26042674230464974,158.05071049352867,106.5484586056999
 0.8068160769781045,0.5317530579592386,0.7208158065494009,-0.31531579102452867,117.73616987632695,0.0,3.858776949698502,0.25914946964688723,158.6190207458649,84.80907970902867
 0.8135314529378649,0.5365839951765513,0.7193844762021573,-0.21314225083158422,118.8041865046778,0.0,3.8704955062935027,0.2583648523487445,159.04048183609913,62.76060979455356
 0.8202585637508152,0.541418327110078,0.7186342053738943,-0.1115294290705924,119.87590194570407,0.0,3.874912991624479,0.2580703107815513,159.31288644199518,40.493551164880074
 0.8269948098326256,0.5462587548607849,0.7185645672561293,-0.010337822715992935,120.94989416801532,0.0,3.871995771720177,0.2582647448387421,159.43482605412785,18.102012701399335
 0.833737587076865,0.5511079933643528,0.7191752489985962,0.09056828074643236,122.02473139054212,0.0,3.8617714450725127,0.2589485199275492,159.40571423222988,-4.317482373133492
 0.8404842952439024,0.5559687674656907,0.7204660378058543,0.191321274805469,123.09898138125395,0.0,3.8443284321217877,0.2601234565820052,159.2257978432085,-26.66728492873189
 0.8472323463342208,0.5608438079736775,0.72243681067874,0.29205067455894584,124.17122076068853,0.0,3.819814408061717,0.26179282372711626,158.8961561024565,-48.84991775253894
 0.8539791728455114,0.5657358477291873,0.7250875277914949,0.39288354433288225,125.24004416004423,0.0,3.7884336314301024,0.26396133528740434,158.41868729943857,-70.76939094534386
 0.8607222358164188,0.570647617718925,0.7284182293609452,0.4939449006809654,126.30407308850998,0.0,3.75044325392538,0.2666351501128182,157.79608362793638,-92.33247178446618
 0.8674590325647598,0.5755818432664613,0.7324290359140576,0.5953581060761712,127.36196437289253,0.0,3.7061487307544256,0.2698218751184439,157.03179476849616,-113.44989139362968
 0.8741871040356537,0.5805412403301676,0.7371201517642849,0.6972452463564581,128.4124180451075,0.0,3.6558984766098277,0.2735305715948972,156.12998119287067,-134.03745479321663
 0.8809040416842144,0.5855285119355466,0.7424918714925943,0.7997274962736071,129.45418456897548,0.0,3.600077931440105,0.2777717646795439,155.09545843278912,-154.0170259438435
 0.8876074938275262,0.5905463447668399,0.7485445892680421,0.9029254846678877,130.48607131614807,0.0,3.5391032103146074,0.2825574561051316,153.93363376244142,-173.31736626282847
 0.8942951714129411,0.5955974059398056,0.7552788106863207,1.0069596406628871,131.50694822081942,0.0,3.4734145190633594,0.28790114007747625,152.65043681199063,-191.8748226214296
 0.9009648531614615,0.600684339974357,0.7626951669290569,1.111950543124713,132.5157525646606,0.0,3.4034695068578045,0.2938178226615678,151.25224589088677,-209.63382869265402
 0.9076143900572817,0.6058097659823483,0.7707944309945827,1.218019268472177,133.51149286367712,0.0,3.329736723587711,0.30032404451560485,149.74581156808495,-226.54725380180386
 0.9142417091676104,0.6109762750823465,0.7795775356503183,1.325287723364215,134.4932518500607,0.0,3.2526893281536093,0.307437907255548,148.13817926067458,-242.5765653723943
 0.9208448167874947,0.6161864280498126,0.7890455929835833,1.433878997330482,135.4601885609724,0.0,3.1727991746384165,0.3151791036739549,146.43661236111288,-257.69183201522293
 0.927421800916331,0.6214427532077276,0.7991999151813449,1.5439176982715856,136.41153956313448,0.0,3.090531383156872,0.32356895175047024,144.64851724227043,-271.8715879216901
 0.933970833082377,0.6267477445595957,0.8100420363442759,1.655530296391378,137.34661935813412,0.0,3.0063394713485625,0.3326304329668489,142.78137155099103,-285.1025378925083
 0.940490169539733,0.6321038601637597,0.8215737351798461,1.7688454815917312,138.26482002462868,0.0,2.9206611032412044,0.34238823494114046,140.8426566876327,-297.3791698035197
 0.9469781518704583,0.6375135207453053,0.8337970582821834,1.8839945115835077,139.16561016414883,0.0,2.8339144852950597,0.3528687986842633,138.83979542519097,-308.70325477871904
 0.9534345494310418,0.6429791085394703,0.8465382967635933,1.9734284268979256,140.04853322392836,0.0,2.746495417787797,0.3641003707937965,136.75165624400526,-323.42171645901595
 0.9598619589591029,0.6485029663583964,0.8594221038522362,2.0045100646526657,140.91320527450105,0.0,2.658774991444673,0.37611306079595686,134.52885595629908,-345.831439244966
 0.9662642734450829,0.6540873968713673,0.8722518278662794,2.003919682817534,141.75931232191527,0.0,2.5710979015215303,0.3889389040410393,132.15643331283684,-370.55703037665836
 0.9726451118735389,0.6597346620872606,0.88503498078071,2.0033657109107956,142.5866072340108,0.0,2.4837813400765416,0.4026119303920624,129.65301055205256,-392.33445398335897
 0.9790078401384207,0.6654469830268782,0.8977785474740364,2.0028462890145327,143.39490635831575,0.0,2.397114416127226,0.41716823914296014,127.03656209337372,-411.2148672323421
 0.9853555899552193,0.6712265395720467,0.9104890255557182,2.002359646885401,144.18408590531664,0.0,2.3113580477883615,0.43264608049663994,124.32429912603615,-427.27943690531833
 0.9916912760270011,0.6770754704778719,0.9231724614442978,2.001904094502042,144.95407816619485,0.0,2.226745265544185,0.44908594416865827,121.53257786992167,-440.63440399113085
 0.9980176116802597,0.6829958735342949,0.935834483169347,2.0014780149275357,145.70486762816063,0.0,2.143481867263053,0.46653065522633497,118.67683017720509,-451.4062878161748
 1.0043371231528115,0.6889898058630849,0.9484803302951539,2.001079858899352,146.43648704471985,0.0,2.061747361603586,0.48502547820515696,115.7715148927164,-459.7373225933131
 1.0106521626881804,0.6950592843365451,0.9611148813030657,2.0007081408040404,147.1490135108356,0.0,1.9816961450129713,0.504618229447812,112.83008793928938,-465.7812412658485
